PollBookCode,PrintMS,Citation,Holdings,Source,ElectionCode,Notes
KingsLynn_1784a/1,P,"The poll for the election… ([Lynn]: J. Garratt, 1784)","Norwich Library, IHR",Sims; Gibson and Rogers,KingsLynn_1784a,
KingsLynn_1822b/1,P,"A correct copy of the poll… (Lynn Regis: E. Mugridge, 1822)","King's Lynn CL, Norwich Library, BL, Bodl., IHR",Sims; Gibson and Rogers,KingsLynn_1822b,
KingsLynn_1822b/2,P,"‘The borough of King’s Lynn, in the county of Norfolk. The poll book...’, in A correct copy of all the addresses… (Lynn Regis: C. Dinmore, 1822)","King's Lynn CL, Private Collection",Green Notes,KingsLynn_1822b,
KingsLynn_1824a/1,P,"A correct copy of the poll… (Lynn Regis: E. Mugridge, 1824)","King's Lynn CL, BL, IHR",Sims; Gibson and Rogers,KingsLynn_1824a,
KingsLynn_1826a/1,P,"A copy of the poll… (Lynn: E. Mugridge, 1826)","King's Lynn CL, BL, IHR",Sims; Gibson and Rogers,KingsLynn_1826a,
Norwich_1710a/1,P,"The alphabetical draft of the poll… (n.p., [1710])","Norwich Library, Norfolk RO, BL, GL, IHR",Sims; Gibson and Rogers,Norwich_1710a,
Norwich_1710a/2,M,RYE 35,Norfolk RO,Green Notes,Norwich_1710a,
Norwich_1715a/1,P,"An alphabetical draught of the poll… of Waller Bacon and Robert Britiss… (Norwich: Tho. Goddard, 1716)","Var. Norwich Library, BL, Bodl., GL",Sims; Gibson and Rogers,Norwich_1715a,
Norwich_1715a/2,P,"An alphabetical draught of the poll… of Robert Bene and Richard Berney… (Norwich: Tho. Goddard, 1716)","Var. Norwich Library, BL, Bodl., GL",Sims; Gibson and Rogers,Norwich_1715a,
Norwich_1715a/3,P,"An alphabetical draught of the poll... of Waller Bacon and Robert Britiss... The second day of February 1714... (Norwich: Henry Cossgrove, 1714)","Var. Norwich Library, BL, Bodl., GL",Sims; Gibson and Rogers,Norwich_1715a,
Norwich_1734a/1,P,"An alphabetical draught of the poll… (Norwich: L. Goddard, 1735)","Norwich Library, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1734a,
Norwich_1735a/1,P,"An alphabetical draught of the polls… (Norwich: W. Chase, 1735)","Var. Norwich Library, Bodl., GL, IHR",Sims; Gibson and Rogers,Norwich_1735a,
Norwich_1735a/2,P,"An alphabetical draught of the poll… (Norwich: L. Goddard, 1735)","Var. Norwich Library, Bodl., GL, IHR",Sims; Gibson and Rogers,Norwich_1735a,
Norwich_1761a/1,P,"The poll for members… (Norwich: William Chase, 1761)","Norwich Library, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1761a,
Norwich_1768a/1,P,"By permission of the sheriffs. The poll for members… (Norwich: W. Chase, [1768])","Var. Suffolk Archives (Lowestoft), Norwich Library, BL, Bodl., GL, IHR, Manchester UL, NLW, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1768a,
Norwich_1768a/2,P,"A copy of the polls… (Norwich: J. Crouse, [1768])","Var. Suffolk Archives (Lowestoft), Norwich Library, BL, Bodl., GL, IHR, Manchester UL, NLW, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1768a,
Norwich_1780a/1,P,"The poll for members… (Norwich: John Crouse, 1780)","Norwich Library, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1780a,
Norwich_1784a/1,P,"By authority of the sheriffs. The poll for members… (Norwich: J. Crouse, [1784])","Norwich Library, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1784a,
Norwich_1786a/1,P,"A copy from the original poll book… (Norwich: J. Crouse, [1786])","Var. Norwich Library, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1786a,
Norwich_1786a/2,P,"The poll for a member… (Norwich: Chase, 1786)","Var. Norwich Library, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1786a,
Norwich_1787a/1,P,"The poll for a member… (Norwich: Chase, [1787])","Norwich Library, BL, GL",Sims; Gibson and Rogers,Norwich_1787a,
Norwich_1790a/1,P,"From the sheriffs' books. The poll for members… (Norwich: J. Bowen, 1790)","Norwich Library, BL, GL, IHR",Sims; Gibson and Rogers,Norwich_1790a,
Norwich_1794a/1,P,"The poll for a member... ([Norwich]: Richard Bacon, [1794])","Norwich Library, BL, GL",Sims; Gibson and Rogers,Norwich_1794a,
Norwich_1796a/1,P,"The poll for members… (Norwich: R. Bacon & Crouse, Stevenson & Matchett, [1796])","Norwich Library, BL, Bodl., GL, IHR, Manchester UL",Sims; Gibson and Rogers; Green,Norwich_1796a,
Norwich_1799a/1,P,"The poll for a member… (Norwich: Stevenson & Matchett and R. Bacon, [1799])","Norwich Library, BL, GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1799a,
Norwich_1799a/2,P,"The poll for a member… ([Norwich]: Bacon, [1799])",BL,Green,Norwich_1799a,
Norwich_1802a/1,P,"The poll for members… (Norwich: Stevenson & Matchett, [1802])","Var. Norwich Library, BL, Bodl., GL, Manchester UL",Sims; Gibson and Rogers,Norwich_1802a,
Norwich_1802a/2,P,"The poll for members… (Norwich: Bacon, [1802])","Var. Norwich Library, BL, Bodl., GL, Manchester UL",Sims; Gibson and Rogers,Norwich_1802a,
Norwich_1802a/3,M,COL/5/26,Norfolk RO,Green Notes,Norwich_1802a,
Norwich_1806a/1,P,"The poll for members… (Norwich: Stevenson & Matchett, [1806])","Var. Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers,Norwich_1806a,
Norwich_1806a/2,P,"The poll for members… (Norwich: R. M. Bacon, [1806])","Var. Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers,Norwich_1806a,
Norwich_1807a/1,P,"The poll for members… (Norwich: Stevenson & Matchett, [1807])","Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1807a,
Norwich_1812a/1,P,"The poll for members… (Norwich: Stevenson & Matchett, [1812])","Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1812a,
Norwich_1818a/1,P,"The poll for members… (Norwich: Burks & Kinnebrook, [1818])","Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norwich_1818a,
Norwich_1830a/1,P,"The poll for members… (Norwich: Bacon & Kinnebrook, [1830])","Norwich Library, Suffolk Archives (Lowestoft), BL, Bodl., GL, IHR, Manchester UL",Sims; Gibson and Rogers,Norwich_1830a,
Thetford_1702a/1,M,,,Speck,Thetford_1702a,"Printed in HMC Various Collections, VII, 148."
Northants_1695a/1,M,Cartwright of Aynho MSS,Northamptonshire Archives,Gibson and Rogers,Northants_1695a,
Northants_1702a/1,P,"A list of the names of the persons… at the last two elections… (London, 1705)","Northampton CL, Northamptonshire Archives, Peterborough CL, Peterborough Museum Society Library, BL, IHR, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Northants_1702a; Northants_1705a,"Reprinted in Copies of the Polls taken at the Several Elections for Members to Represent the County of Northampton in Parliament (Northampton: T. E. Dicey, 1832)."
Northants_1730a/1,P,"A copy of the poll for a knight… (n.p., [1730])","Northampton CL, Northamptonshire Archives, Peterborough CL, Peterborough Museum Society Library, Bedfordshire RO, BL, Birmingham CL, Bodl., GL, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards; Green,Northants_1730a,Two editions known.
Northants_1730a/2,M,,GL,Gibson and Rogers,Northants_1730a,Nassburgh Hundred only.
Northants_1730a/3,M,MS 2,Nottingham University Manuscripts and Special Collections,Green Notes,Northants_1730a,
Northants_1748a/1,P,"A copy of the poll for a knight… (Coventry: James Jopson, 1749)","Northampton CL, Northamptonshire Archives, Peterborough CL, Peterborough Museum Society Library, BL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Northants_1748a,
Northants_1806a/1,P,"A copy of the poll… (Northampton: Dicey & Sutton, [1806])","Northampton CL, Northamptonshire Archives, Peterborough CL, Peterborough Museum Society Library, BL, Bodl., GL, IHR, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Northants_1806a,
Northants_1831a/1,P,"A copy of the poll of the freeholders… (Northampton: Francis Cordeux, [1831])","Var. Northampton CL, Northamptonshire Archives, Peterborough Museum Society Library, BL, Bodl., CUL, GL, SoG, IHR, Manchester UL, Nottingham UL",Sims; Gibson and Rogers; Edwards,Northants_1831a,
Northants_1831a/2,P,"A copy of the poll for two knights… (Northampton: T. E. Dicey, 1831)","Var. Northampton CL, Northamptonshire Archives, Peterborough Museum Society Library, BL, Bodl., CUL, GL, SoG, IHR, Manchester UL, Nottingham UL",Sims; Gibson and Rogers; Edwards,Northants_1831a,
Brackley_1701b/1,M,"Ellesmere (Brackley) MSS, 171/3/2",Northamptonshire Archives,HoP; Gibson and Rogers,Brackley_1701b,"Printed in W. A. Speck, 'Brackley: A Study in the Growth of Oligarchy', Midland History, 3 (1975-6), 30-41."
Brackley_1702a/1,M,"Ellesmere (Brackley) MSS, 171/3/3(a)",Northamptonshire Archives,HoP; Gibson and Rogers,Brackley_1702a,"Printed in W. A. Speck, 'Brackley: A Study in the Growth of Oligarchy', Midland History, 3 (1975-6), 30-41."
Brackley_1705a/1,M,"Ellesmere (Brackley) MSS, 171/3/4(a)",Northamptonshire Archives,HoP; Gibson and Rogers,Brackley_1705a,"Printed in W. A. Speck, 'Brackley: A Study in the Growth of Oligarchy', Midland History, 3 (1975-6), 30-41."
Brackley_1710a/1,M,"Ellesmere (Brackley) MSS, 171/4/1(c)",Northamptonshire Archives,HoP,Brackley_1710a,"Printed in W. A. Speck, 'Brackley: A Study in the Growth of Oligarchy', Midland History, 3 (1975-6), 30-41."
Brackley_1713a/1,M,"Ellesmere (Brackley) MSS, 171/3/5",Northamptonshire Archives,HoP; Gibson and Rogers,Brackley_1713a,"Printed in W. A. Speck, 'Brackley: A Study in the Growth of Oligarchy', Midland History, 3 (1975-6), 30-41."
Brackley_1734a/1,M,Ellesmere (Brackley) MSS,Northamptonshire Archives,Gibson and Rogers,Brackley_1734a,
Brackley_1754a/1,M,Ellesmere (Brackley) MSS,Northamptonshire Archives,Gibson and Rogers,Brackley_1754a,
Northampton_1702a/1,M,"Isham MSS, IC 3297",Northamptonshire Archives,HoP ,Northampton_1702a,
Northampton_1722a/1,M,,GL,Gibson and Rogers,Northampton_1722a,Possibly for 1727 general election.
Northampton_1727a/1,P,"An account of the poll… (London, 1727)","Northampton CL, IHR",Sims; Gibson and Rogers,Northampton_1727a,
Northampton_1768a/1,P,"To the worthy electors… the poll for members… (London, 1768)","Var. Northampton CL, Northamptonshire Archives, BL, Bodl., GL, IHR",Sims; Gibson and Rogers,Northampton_1768a,
Northampton_1768a/2,P,"To the worthy electors… the poll for members… (Northampton: Cluer Dicey & Son, [1768])","Var. Northampton CL, Northamptonshire Archives, BL, Bodl., GL, IHR",Sims; Gibson and Rogers,Northampton_1768a,
Northampton_1768a/3,P,"A state of the poll… in the interest of the Hon. Thomas Howe (Northampton: Cluer Dicey & Son, [1768])","Var. Northampton CL, Northamptonshire Archives, BL, Bodl., GL, IHR",Sims; Gibson and Rogers,Northampton_1768a,
Northampton_1768a/4,M,Add. MS 75751,BL,Green Notes,Northampton_1768a,
Northampton_1774a/1,P,"The state of the poll… (Northampton: Cluer & Thomas Dicey, 1774)","Northampton CL, Northamptonshire Archives, BL, GL, IHR",Sims; Gibson and Rogers,Northampton_1774a,
Northampton_1784a/1,P,"The poll at the last general election… (Northampton: T. Dicey & Co., 1784)","Northampton CL, Northamptonshire Archives, Bodl., GL, IHR, Manchester UL",Sims; Gibson and Rogers,Northampton_1784a,
Northampton_1790a/1,P,"The poll at the general election… (Northampton: T. Dicey & Co., 1790)","Northampton CL, Northamptonshire Archives, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1790a,
Northampton_1796b/1,P,"The poll at the general election… (Northampton: T. Dicey & Co., 1796)","Northampton CL, Northamptonshire Archives, BL, Bodl., IHR",Sims; Gibson and Rogers,Northampton_1796b,
Northampton_1818a/1,P,"The poll at the election… (Northampton: T. E. Dicey & R. Smithson, 1818)","Northampton CL, Northamptonshire Archives, BL, GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1818a,
Northampton_1820a/1,P,"The poll at the election… (Northampton: J. Freeman, [1820])","Var. Northampton CL, Northamptonshire Archives, BL, Bodl., GL, IHR, Manchester UL, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1820a,
Northampton_1820a/2,P,"The poll at the election… (Northampton: F. Cordeux, 1820)","Var. Northampton CL, Northamptonshire Archives, BL, Bodl., GL, IHR, Manchester UL, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1820a,
Northampton_1826a/1,P,"The poll at the election… (Northampton: F. Cordeux, 1826)","Var. Northampton CL, Northamptonshire Archives, IHR, BL, Bodl., GL, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1826a,
Northampton_1826a/2,P,"The poll at the election… (Northampton: T. E. Dicey & R. Smithson, 1826)","Var. Northampton CL, Northamptonshire Archives, IHR, BL, Bodl., GL, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1826a,
Northampton_1826a/3,P,"The poll at the election... (Northampton: J. Freeman, 1826)","Var. Northampton CL, Northamptonshire Archives, IHR, BL, Bodl., GL, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1826a,
Northampton_1830a/1,P,"The poll at the election... (Northampton: F. Cordeux, 1830)","Var. Northampton CL, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1830a,
Northampton_1830a/2,P,"The poll at the election… (Northampton: J. Freeman, 1830)","Var. Northampton CL, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1830a,
Northampton_1831a/1,P,"The poll at the election… (Northampton: Frs. Cordeux, 1831)","Var. Northampton CL, Bodl., GL, IHR, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1831a,
Northampton_1831a/2,P,"The poll at the election… (Northampton: J. Freeman, 1831)","Var. Northampton CL, Bodl., GL, IHR, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Northampton_1831a,
Peterborough_1727a/1,M,Fitzwilliam Misc. Vol. 309,Northamptonshire Archives,Gibson and Rogers,Peterborough_1727a,
Peterborough_1754a/1,M,ZB1541/1,Northamptonshire Archives,Gibson and Rogers,Peterborough_1754a,
Northumb_1698a/1,M,00650/C/30,Northumberland Archives,Green Notes; Gibson and Rogers,Northumb_1698a,
Northumb_1698a/2,M,"Delaval (Horsley) MSS, 1De/7/119",Northumberland Archives,HoP; Gibson and Rogers,Northumb_1698a,
Northumb_1705a/1,M,"Delaval (Horsley) MSS, 1De/7/120-1",Northumberland Archives,Gibson and Rogers,Northumb_1705a,
Northumb_1705a/2,M,,Newcastle Local Studies Library,Green Notes; Gibson and Rogers,Northumb_1705a,
Northumb_1710a/1,P,,"Newcastle CL, Northumberland Archives, BL, Bodl., GL, SoG",Gibson and Rogers; Edwards,Northumb_1710a,"Reprinted in Poll Books &c.: County of Northumberland (Newcastle upon Tyne: Robert Redpath, 1898)"
Northumb_1716a/1,P,,"Newcastle CL, Northumberland Archives, Bodl., GL, SoG, Morpeth Library, Durham RO",Gibson and Rogers; Edwards,Northumb_1716a,"Reprinted in The Poll Book of the Contested Election for the County of Northumberland (Newcastle-upon-Tyne, 1899)"
Northumb_1723a/1,P,"The poll for the election of a knight... 1722… (Newcastle: John White, [1723])","Newcastle CL, GL",Sims; Gibson and Rogers,Northumb_1723a,"Reprinted in Poll Book for the Contested Election for the County of Northumberland (Newcastle: John Hernaman, 1841)"
Northumb_1734a/1,P,"The poll at the election… (Newcastle: John White, 1734)","Newcastle CL, Newcastle UL, Northumberland Archives, BL, Bodl., GL, IHR, SoG, Manchester UL",Sims; Gibson and Rogers; Edwards,Northumb_1734a,"Reprinted in Poll Book for the Contested Election for the County of Northumberland (Newcastle: John Hernaman, 1841)"
Northumb_1748a/1,P,"The poll at the election of a knight… 1747-8… (Newcastle: John White, 1748)","Var. Newcastle CL, Northumberland Archives, Newcastle UL, BL, Bodl., GL, IHR, SoG, Tyne and Wear Archives",Sims; Gibson and Rogers; Edwards; Green,Northumb_1748a,"Two editions known. Reprinted in A Collection of the Authentic Papers… relating to the Northumberland Contested Election … 1826 (Alnwick, W. Davison, 1826)."
Northumb_1748a/2,P,"The poll of the freeholders… (n.p., [1748])","Var. Newcastle CL, Northumberland Archives, Newcastle UL, BL, Bodl., GL, IHR, SoG, Tyne and Wear Archives",Sims; Gibson and Rogers; Edwards; Green,Northumb_1748a,
Northumb_1774a/1,P,"The poll at the election of knights… (Newcastle: T. Slack, [1774])","Var. Durham UL, Newcastle CL, Northumberland Archives, BL, Bodl., CUL, GL, Tyne and Wear Archives, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Northumb_1774a,"Reprinted in A Collection of the Authentic Papers… relating to the Northumberland Contested Election … 1826 (Alnwick, W. Davison, 1826)."
Northumb_1774a/2,P,"The poll at the election of knights… (Newcastle upon Tyne: T. Saint, 1774)","Var. Durham UL, Newcastle CL, Northumberland Archives, BL, Bodl., CUL, GL, Tyne and Wear Archives, Manchester UL, SoG",Green; Gibson and Rogers; Edwards,Northumb_1774a,
Northumb_1774a/3,P,"The poll at the election of knights… (Newcastle upon Tyne: T. Saint for J. Wilke and W. Goldsmith, [1774])","Var. Durham UL, Newcastle CL, Northumberland Archives, BL, Bodl., CUL, GL, Tyne and Wear Archives, Manchester UL, SoG",Green; Gibson and Rogers; Edwards,Northumb_1774a,
Northumb_1826a/1,P,"The Northumberland poll book… (Alnwick: W. Davison, 1826)","Morpeth Library, Newcastle CL, Bodl., GL, IHR, Tyne and Wear Archives, SoG",Sims; Gibson and Rogers; Edwards,Northumb_1826a,
Northumb_1826b/1,P,"The poll-book of the contested election… (Alnwick: W. Davison, 1827)","Berwick Library, Northumberland Archives, IHR, Morpeth Library, South Shields CL, Tyne and Wear Archives, BL, Bodl., GL, SoG",Sims; Gibson and Rogers; Edwards,Northumb_1826b,
Berwick_1708a/1,M,"Delaval (Hastings) MSS, 650/C/30",Northumberland Archives,HoP,Berwick_1708a,
Berwick_1784a/1,M,,Northumberland Archives,Gibson and Rogers,Berwick_1784a,
Berwick_1802a/1,M,,Northumberland Archives,Gibson and Rogers,Berwick_1802a,
Berwick_1803a/1,M,,Northumberland Archives,Gibson and Rogers,Berwick_1803a,
Berwick_1806a/1,M,,Northumberland Archives,Gibson and Rogers,Berwick_1806a,
Berwick_1812a/1,M,,Northumberland Archives,Gibson and Rogers,Berwick_1812a,
Berwick_1818a/1,M,,Northumberland Archives,Gibson and Rogers,Berwick_1818a,
Berwick_1820a/1,M,G5/6,Northumberland Archives,Green Notes; Gibson and Rogers,Berwick_1820a,
Berwick_1820c/1,P,"A copy of the poll-book… (Berwick: H. Richardson, 1820)",BL,Sims; Gibson and Rogers,Berwick_1820c,
Berwick_1820c/2,M,G5/7,Northumberland Archives,Green Notes; Gibson and Rogers,Berwick_1820c,
Berwick_1826a/1,M,G5/8,Northumberland Archives,Green Notes; Gibson and Rogers,Berwick_1826a,
Berwick_1827a/1,M,G5/9,Northumberland Archives,Green Notes; Gibson and Rogers,Berwick_1827a,
Berwick_1827a/2,M,,BL,Gibson and Rogers,Berwick_1827a,
Berwick_1830a/1,M,G5/10,Northumberland Archives,Green Notes; Gibson and Rogers,Berwick_1830a,
Berwick_1831a/1,M,G5/11,Northumberland Archives,Green Notes; Gibson and Rogers,Berwick_1831a,
Morpeth_1702a/1,M,,,Speck,Morpeth_1702a,"Printed in HMC 13th Report (App. Part VI, Delaval MSS, p. 190)."
Morpeth_1727a/1,M,,Northumberland Archives,Gibson and Rogers,Morpeth_1727a,
Morpeth_1761a/1,M,SANT/BEQ/28/1/2/53-54,Northumberland Archives,Green Notes; Gibson and Rogers,Morpeth_1761a,
Morpeth_1768a/1,M,,,Green Notes,Morpeth_1768a,"Printed in Joseph Fewster (ed.), Morpeth Electoral Correspondence, 1766-1776 (Woodbridge: Surtess Society, 2017)."
Morpeth_1802a/1,M,SANT/BEQ/28/1/5/62-76,Northumberland Archives,Green Notes; Gibson and Rogers,Morpeth_1802a,
NewcastleuponTyne_1715a/1,M,DDBW/P/27,Doncaster Archives,,NewcastleuponTyne_1715a,
NewcastleuponTyne_1722a/1,P,"The poll at the election… (Newcastle: John White, [1722])","Newcastle CL, IHR",Sims; Gibson and Rogers,NewcastleuponTyne_1722a,
